File,Object,x0,y0,x1,y1
1012422_20204_2_0,Spleen,229,167,290,222
1012422_20204_2_0,Aorta,198,168,227,196
1012422_20204_2_0,IVC,158,160,178,170
1012477_20204_2_0,Spleen,271,134,316,180
1012477_20204_2_0,Liver,74,76,248,189
1012477_20204_2_0,Body,57,45,334,215
1012477_20204_2_0,Kidney,226,129,274,164
1012477_20204_2_0,Heart,246,76,294,117
1012477_20204_2_0,Aorta,201,112,227,135
1012477_20204_2_0,IVC,160,130,178,140
1012855_20204_2_0,Liver,82,78,244,208
1012855_20204_2_0,Body,65,50,342,237
1012855_20204_2_0,Spleen,266,130,323,206
1012855_20204_2_0,Kidney,225,156,270,199
1012855_20204_2_0,IVC,166,142,192,163
1012855_20204_2_0,Aorta,201,141,226,164
1012883_20204_2_0,Body,8,27,368,266
1012883_20204_2_0,Liver,70,73,224,223
1012883_20204_2_0,Spleen,212,164,289,219
1012883_20204_2_0,Aorta,184,156,205,177
1012883_20204_2_0,IVC,162,146,175,162
1013239_20204_2_0,Liver,84,87,249,203
1013239_20204_2_0,Body,72,64,322,230
1013239_20204_2_0,Spleen,251,141,302,202
1013239_20204_2_0,Aorta,189,133,210,155
1013239_20204_2_0,IVC,156,141,181,157
1013344_20204_2_0,Liver,78,50,237,208
1013344_20204_2_0,Body,46,12,340,252
1013344_20204_2_0,Spleen,256,122,307,189
1013344_20204_2_0,Aorta,192,136,217,165
1013344_20204_2_0,Cyst,93,188,105,199
1013344_20204_2_0,Cyst,99,193,111,208
1013344_20204_2_0,Cyst,81,126,101,148
1013344_20204_2_0,Cyst,103,161,113,173
1013344_20204_2_0,Cyst,108,93,117,102
1013344_20204_2_0,Cyst,117,69,129,81
1013344_20204_2_0,Cyst,149,48,156,57
1013344_20204_2_0,Cyst,176,52,191,66
1013344_20204_2_0,Cyst,216,65,231,81
1013454_20204_2_0,Liver,77,72,224,215
1013454_20204_2_0,Body,17,30,364,264
1013454_20204_2_0,Spleen,224,168,290,208
1013454_20204_2_0,Aorta,184,155,205,177
1013454_20204_2_0,IVC,160,143,171,159
1013534_20204_2_0,Liver,50,66,215,228
1013534_20204_2_0,Body,23,17,358,258
1013534_20204_2_0,Spleen,239,157,317,210
1013534_20204_2_0,Aorta,196,148,224,173
1013567_20204_2_0,Liver,56,77,237,246
1013567_20204_2_0,Body,17,31,370,279
1013567_20204_2_0,Cyst,217,131,226,140
1013567_20204_2_0,IVC,155,164,175,183
1013567_20204_2_0,Aorta,199,162,227,190
1013642_20204_2_0,Liver,80,117,253,231
1013642_20204_2_0,Body,42,70,336,262
1013642_20204_2_0,Aorta,184,173,205,192
1013642_20204_2_0,IVC,158,170,178,188
1013642_20204_3_0,Liver,87,105,246,222
1013642_20204_3_0,Spleen,223,141,294,221
1013642_20204_3_0,Aorta,192,155,215,176
1013642_20204_3_0,IVC,161,158,185,176
1013642_20204_3_0,Body,57,71,318,248
1013710_20204_2_0,Liver,71,58,240,223
1013710_20204_2_0,Body,55,22,332,262
1013710_20204_2_0,Aorta,194,168,218,192
1013710_20204_2_0,IVC,164,146,177,157
1013832_20204_2_0,Liver,74,78,238,213
1013832_20204_2_0,Body,51,45,334,240
1013832_20204_2_0,Spleen,244,129,303,204
1013832_20204_2_0,Aorta,182,139,208,163
1013832_20204_2_0,IVC,158,140,179,161
1013987_20204_2_0,Liver,74,77,286,211
1013987_20204_2_0,Spleen,240,138,311,215
1013987_20204_2_0,Aorta,191,145,212,166
1013987_20204_2_0,IVC,155,134,173,155
1013987_20204_2_0,Kidney,131,173,165,206
1013987_20204_2_0,Body,64,47,332,248
1013992_20204_2_0,Liver,75,72,280,230
1013992_20204_2_0,Body,23,24,356,273
1013992_20204_2_0,Spleen,239,151,294,228
1013992_20204_2_0,Aorta,195,154,218,181
1014034_20204_2_0,Liver,54,72,208,235
1014034_20204_2_0,Body,15,30,377,276
1014034_20204_2_0,Aorta,193,147,218,171
1014034_20204_2_0,IVC,156,150,179,164
1014046_20204_2_0,Liver,55,60,186,223
1014046_20204_2_0,Body,25,26,355,273
1014046_20204_2_0,Spleen,235,163,317,229
1014046_20204_2_0,Aorta,192,156,218,182
1014046_20204_2_0,IVC,150,156,174,172
1101522_20204_2_0,Liver,79,90,184,215
1101522_20204_2_0,Body,35,25,371,252
1101522_20204_2_0,Heart,175,63,284,158
1101522_20204_2_0,Aorta,228,159,257,187
1101522_20204_2_0,Lung,239,65,321,222
1101522_20204_2_0,Lung,123,156,208,226
1101708_20204_2_0,Liver,116,148,168,206
1101708_20204_2_0,Body,68,86,361,271
1101708_20204_2_0,Heart,176,115,275,194
1101708_20204_2_0,Aorta,228,185,247,206
1101708_20204_2_0,Lung,232,114,328,242
1101708_20204_2_0,Lung,102,111,213,243
1110768_20204_3_0,Liver,77,88,170,211
1110768_20204_3_0,Body,30,23,364,272
1110768_20204_3_0,Aorta,220,176,243,200
1110768_20204_3_0,Heart,170,69,275,150
1110768_20204_3_0,Lung,233,80,325,235
1110768_20204_3_0,Lung,98,160,198,238
1125523_20204_2_0,Liver,69,65,222,193
1125523_20204_2_0,Body,13,17,377,278
1125523_20204_2_0,Aorta,185,159,208,181
1125523_20204_2_0,IVC,174,142,191,158
1125523_20204_2_0,Lung,215,87,298,231
1125523_20204_2_0,Lung,72,161,186,239
1127627_20204_2_0,Liver,70,87,214,240
1127627_20204_2_0,Spleen,220,167,300,231
1127627_20204_2_0,Aorta,194,173,215,198
1127627_20204_2_0,Body,39,39,336,276
1135195_20204_2_0,Liver,76,91,225,215
1135195_20204_2_0,Aorta,207,166,233,192
1135195_20204_2_0,Body,9,50,354,281
1135195_20204_2_0,Lung,218,108,314,228
1135195_20204_2_0,Lung,98,177,171,238
1156940_20204_2_0,Liver,84,103,257,208
1156940_20204_2_0,Body,39,49,358,270
1156940_20204_2_0,Aorta,206,177,228,199
1156940_20204_2_0,Lung,217,108,309,234
1156940_20204_2_0,Lung,83,176,184,234
1180623_20204_2_0,Liver,93,105,168,210
1180623_20204_2_0,Body,43,58,351,249
1180623_20204_2_0,Aorta,196,169,216,188
1180623_20204_2_0,Heart,167,90,279,173
1180623_20204_2_0,Lung,209,117,294,220
1180623_20204_2_0,Lung,142,161,189,214
1180623_20204_2_0,Lung,100,89,190,120
1219542_20204_2_0,Liver,55,86,166,238
1219542_20204_2_0,Body,33,36,362,274
1219542_20204_2_0,Heart,174,81,273,166
1223284_20204_2_0,Liver,57,56,205,234
1223284_20204_2_0,Body,18,18,378,285
1223284_20204_2_0,Spleen,260,134,338,227
1223284_20204_2_0,IVC,165,149,192,169
1223284_20204_2_0,Aorta,192,157,225,185
1233214_20204_2_0,Liver,85,94,222,202
1233214_20204_2_0,Body,40,48,361,273
1233214_20204_2_0,Lung,221,97,285,143
1233214_20204_2_0,Aorta,203,165,226,192
1233214_20204_2_0,IVC,176,158,201,171
1233214_20204_2_0,Lung,229,112,326,229
1233214_20204_2_0,Lung,76,170,197,236
1247915_20204_2_0,Liver,91,115,191,231
1247915_20204_2_0,Body,60,66,351,269
1247915_20204_2_0,Heart,185,102,289,185
1247915_20204_2_0,Aorta,219,182,245,208
1260396_20204_2_0,Liver,66,66,190,230
1260396_20204_2_0,Body,7,1,379,269
1260396_20204_2_0,Aorta,215,148,244,180
1260396_20204_2_0,Heart,195,53,284,140
1276510_20204_2_0,Body,0,53,382,251
1276510_20204_2_0,Aorta,202,146,233,180
1276510_20204_2_0,Lung,200,72,312,214
1276510_20204_2_0,Lung,63,69,186,215
1290575_20204_2_0,Body,70,55,366,267
1290575_20204_2_0,Heart,188,93,299,179
1290575_20204_2_0,Aorta,222,178,246,202
1290575_20204_2_0,Lung,116,91,210,236
1290575_20204_2_0,Lung,233,131,316,234
1358156_20204_3_0,Liver,77,79,168,199
1358156_20204_3_0,Heart,177,85,290,159
1358156_20204_3_0,Aorta,222,158,251,187
1358156_20204_3_0,Lung,238,87,330,207
1358156_20204_3_0,Lung,101,146,204,220
1358156_20204_3_0,Body,31,13,382,249
1363646_20204_2_0,Liver,68,81,207,232
1363646_20204_2_0,Body,21,41,377,274
1363646_20204_2_0,Heart,208,80,289,175
1363646_20204_2_0,Aorta,202,171,222,193
1363646_20204_2_0,Cyst,107,155,137,186
1363646_20204_2_0,Cyst,179,86,214,148
1386269_20204_2_0,Body,46,59,333,266
1386269_20204_2_0,Heart,164,105,263,188
1386269_20204_2_0,Aorta,203,175,227,199
1386269_20204_2_0,Lung,87,88,207,231
1386269_20204_2_0,Lung,212,102,298,240
1388640_20204_2_0,Liver,137,103,165,131
1388640_20204_2_0,Body,64,53,323,224
1388640_20204_2_0,Heart,162,79,259,143
1388640_20204_2_0,Aorta,201,139,223,161
1388640_20204_2_0,Lung,214,95,291,198
1388640_20204_2_0,Lung,100,73,195,195
1390800_20204_2_0,Liver,85,82,230,222
1390800_20204_2_0,Body,45,46,353,264
1390800_20204_2_0,Aorta,203,144,229,173
1390800_20204_2_0,IVC,168,139,191,156
1390800_20204_2_0,Spleen,219,136,310,228
1401848_20204_2_0,Liver,89,94,167,169
1401848_20204_2_0,Body,56,35,333,232
1401848_20204_2_0,Heart,186,68,258,140
1401848_20204_2_0,Aorta,194,142,216,167
1401848_20204_2_0,Lung,205,66,297,208
1401848_20204_2_0,Lung,82,143,191,205
1401848_20204_2_0,Lung,84,67,188,130
1425587_20204_2_0,Liver,79,83,247,208
1425587_20204_2_0,Body,63,54,320,237
1425587_20204_2_0,Spleen,222,136,301,207
1425587_20204_2_0,Aorta,190,136,215,158
1425587_20204_2_0,IVC,162,144,182,161
1425891_20204_2_0,Liver,66,109,233,231
1425891_20204_2_0,Body,41,59,340,272
1425891_20204_2_0,Spleen,233,165,307,233
1425891_20204_2_0,Aorta,198,160,221,182
1425891_20204_2_0,IVC,160,164,180,185
1447264_20204_2_0,Heart,217,107,283,158
1447264_20204_2_0,Aorta,219,175,242,197
1447264_20204_2_0,Body,77,62,357,273
1447264_20204_2_0,Lung,240,109,331,240
1447264_20204_2_0,Lung,120,99,227,250
1467611_20204_2_0,Lung,106,130,200,246
1467611_20204_2_0,Heart,180,125,279,198
1467611_20204_2_0,Aorta,216,198,239,219
1467611_20204_2_0,Lung,219,127,303,248
1467611_20204_2_0,Body,80,98,330,272
1470160_20204_2_0,Liver,87,78,282,218
1470160_20204_2_0,Body,15,26,376,266
1470160_20204_2_0,Spleen,224,161,302,223
1470160_20204_2_0,Aorta,196,149,216,172
1470160_20204_2_0,IVC,170,146,184,167
1508849_20204_2_0,Heart,185,110,292,180
1508849_20204_2_0,Aorta,245,180,272,205
1508849_20204_2_0,Lung,110,96,230,234
1508849_20204_2_0,Lung,243,97,341,236
1508849_20204_2_0,Body,65,60,383,265
1520627_20204_2_0,Heart,175,83,259,175
1520627_20204_2_0,Aorta,200,154,222,176
1520627_20204_2_0,Lung,207,113,292,208
1520627_20204_2_0,Lung,92,81,192,204
1520627_20204_2_0,Body,60,51,335,235
1532019_20204_2_0,Liver,81,97,229,225
1532019_20204_2_0,Spleen,224,184,300,225
1532019_20204_2_0,Aorta,190,160,209,180
1532019_20204_2_0,IVC,167,164,184,179
1532019_20204_2_0,Body,12,54,373,264
1541442_20204_2_0,Liver,62,88,249,225
1541442_20204_2_0,Body,45,69,332,254
1541442_20204_2_0,Spleen,258,171,312,226
1541442_20204_2_0,Kidney,218,181,262,222
1541442_20204_2_0,Aorta,191,147,219,173
1541442_20204_2_0,IVC,146,149,171,170
1560539_20204_2_0,Liver,67,59,247,212
1560539_20204_2_0,Body,24,13,367,277
1560539_20204_2_0,Aorta,218,172,247,197
1560539_20204_2_0,Lung,233,107,325,232
1560539_20204_2_0,Lung,82,180,187,234
1574548_20204_2_0,Liver,70,55,197,224
1574548_20204_2_0,Cyst,103,166,117,183
1574548_20204_2_0,Body,25,18,343,261
1574548_20204_2_0,Aorta,185,151,209,176
1574548_20204_2_0,IVC,161,146,184,164
1574548_20204_2_0,Spleen,263,169,298,217
1583570_20204_3_0,Liver,64,95,222,234
1583570_20204_3_0,Body,46,58,342,268
1583570_20204_3_0,Heart,219,101,285,165
1583570_20204_3_0,Lung,221,114,313,241
1643425_20204_2_0,Liver,174,111,272,184
1643425_20204_2_0,Body,88,86,343,266
1643425_20204_2_0,Lung,112,110,209,243
1643425_20204_2_0,Lung,234,107,310,243
1643425_20204_2_0,Aorta,224,175,245,200
1644539_20204_2_0,Liver,71,86,221,233
1644539_20204_2_0,Body,40,48,341,259
1644539_20204_2_0,Spleen,233,166,305,228
1644539_20204_2_0,Aorta,197,153,219,178
1644539_20204_2_0,IVC,156,152,180,168
1647248_20204_2_0,Liver,93,106,191,239
1647248_20204_2_0,Body,69,52,369,270
1647248_20204_2_0,Spleen,282,169,344,236
1647248_20204_2_0,Kidney,257,188,280,220
1647248_20204_2_0,Kidney,158,184,194,215
1725425_20204_2_0,Liver,58,93,150,214
1725425_20204_2_0,Body,40,63,309,248
1725425_20204_2_0,Aorta,183,154,207,178
1725425_20204_2_0,Lung,192,111,285,218
1745899_20204_2_0,Liver,67,90,240,227
1745899_20204_2_0,Body,1,37,372,268
1745899_20204_2_0,Spleen,203,176,269,225
1745899_20204_2_0,Aorta,169,154,197,183
1745899_20204_2_0,IVC,147,162,163,180
1763078_20204_2_0,Liver,75,47,249,198
1763078_20204_2_0,Body,52,21,343,271
1763078_20204_2_0,Lung,213,64,320,231
1763078_20204_2_0,Lung,67,128,208,231
1763078_20204_2_0,Heart,204,49,252,100
1879468_20204_2_0,Liver,87,91,173,203
1879468_20204_2_0,Body,12,39,376,262
1879468_20204_2_0,Heart,174,94,282,164
1879468_20204_2_0,Aorta,206,168,230,190
1879468_20204_2_0,Lung,210,109,310,232
1879468_20204_2_0,Lung,92,166,196,226
1879468_20204_2_0,Lung,108,74,178,109
1881839_20204_2_0,Heart,144,97,250,161
1881839_20204_2_0,Aorta,203,157,225,182
1881839_20204_2_0,Body,39,57,344,238
1881839_20204_2_0,Lung,203,88,298,213
1881839_20204_2_0,Lung,80,88,190,209
1887064_20204_2_0,Liver,78,93,246,222
1887064_20204_2_0,Body,54,52,339,271
1887064_20204_2_0,Cyst,90,118,110,142
1887064_20204_2_0,Aorta,200,166,221,188
1887064_20204_2_0,IVC,177,146,198,169
1887064_20204_2_0,Spleen,227,202,292,230
1897249_20204_2_0,Liver,104,117,185,200
1897249_20204_2_0,Heart,185,94,312,183
1897249_20204_2_0,Aorta,234,185,258,207
1897249_20204_2_0,Lung,244,126,337,223
1897249_20204_2_0,Lung,89,95,225,223
1897249_20204_2_0,Body,37,64,383,264
1157149_20204_2_0,Body,42,25,357,248
1157149_20204_2_0,Kidney,234,142,287,192
1157149_20204_2_0,Kidney,118,151,171,200
1169457_20204_2_0,Body,50,68,310,235
1169457_20204_2_0,Kidney,214,161,252,199
1169457_20204_2_0,Kidney,116,152,163,197
1169457_20204_2_0,Liver,70,134,117,203
1200741_20204_2_0,Body,50,28,332,242
1200741_20204_2_0,Kidney,101,156,156,199
1200741_20204_2_0,Kidney,230,155,277,202
1200741_20204_2_0,Liver,72,65,226,188
1251045_20204_2_0,Body,1,34,322,266
1251045_20204_2_0,Kidney,64,160,132,210
1251045_20204_2_0,Kidney,193,172,246,218
1251045_20204_2_0,Spleen,246,172,285,221
1253491_20204_2_0,Lung,224,147,295,213
1253491_20204_2_0,Lung,133,149,218,213
1253491_20204_2_0,Body,21,115,381,253
1277057_20204_2_0,Lung,219,141,278,210
1277057_20204_2_0,Lung,131,142,190,210
1277057_20204_2_0,Body,4,102,383,256
1373109_20204_2_0,Kidney,233,157,276,205
1373109_20204_2_0,Kidney,98,154,150,201
1373109_20204_2_0,Body,52,71,327,239
1392510_20204_2_0,Body,17,111,383,251
1429577_20204_2_0,Liver,60,91,290,246
1429577_20204_2_0,Spleen,245,192,323,245
1429577_20204_2_0,Body,24,49,372,284
1429577_20204_2_0,Aorta,209,164,241,195
1429577_20204_2_0,IVC,166,163,187,186
1433116_20204_2_0,Kidney,159,159,207,204
1433116_20204_2_0,Kidney,270,164,308,203
1433116_20204_2_0,Body,107,53,379,260
1433116_20204_2_0,Liver,135,101,217,174
1443815_20204_2_0,Liver,49,71,219,240
1443815_20204_2_0,Spleen,241,158,331,236
1443815_20204_2_0,Aorta,195,158,220,183
1443815_20204_2_0,Body,20,34,367,282
1583570_20204_2_0,Body,52,53,343,254
1583570_20204_2_0,Cyst,240,155,308,217
1583570_20204_2_0,Cyst,103,169,157,214
1583570_20204_2_0,Cyst,101,100,145,143
1583570_20204_2_0,Kidney,260,128,300,163
1583570_20204_2_0,Kidney,106,138,160,183
1611521_20204_2_0,Body,3,99,383,241
1611521_20204_2_0,Lung,123,142,180,190
1611521_20204_2_0,Lung,233,145,284,188
1360357_20204_2_0,Body,2,90,382,263
1514023_20204_2_0,Liver,118,110,185,221
1514023_20204_2_0,Heart,182,96,289,168
1514023_20204_2_0,Aorta,211,171,234,195
1514023_20204_2_0,Body,51,56,354,270
1514023_20204_2_0,Lung,227,144,304,234
1514023_20204_2_0,Lung,109,89,192,235
1552535_20204_2_0,Body,0,102,384,260
1585017_20204_2_0,Kidney,88,162,137,221
1585017_20204_2_0,Kidney,234,162,302,216
1585017_20204_2_0,Body,34,35,353,276
1627725_20204_2_0,Kidney,100,139,158,192
1627725_20204_2_0,Kidney,227,157,269,198
1627725_20204_2_0,Body,51,47,325,234
1754379_20204_2_0,Kidney,95,184,152,228
1754379_20204_2_0,Kidney,204,174,261,227
1754379_20204_2_0,Body,52,77,319,262
1754379_20204_2_0,Liver,71,131,125,205
1776470_20204_2_0,Liver,64,93,213,216
1776470_20204_2_0,Body,46,56,315,250
1776470_20204_2_0,Aorta,189,154,213,183
1776470_20204_2_0,IVC,154,152,169,166
1776470_20204_2_0,Spleen,214,170,287,222
1902054_20204_2_0,Liver,48,22,214,237
1902054_20204_2_0,Body,3,2,382,272
1902054_20204_2_0,Spleen,247,153,343,216
1902054_20204_2_0,Aorta,212,153,241,180
1902054_20204_2_0,IVC,161,131,192,162
1905152_20204_2_0,Body,2,99,383,246
1905152_20204_2_0,Lung,201,141,245,198
1905152_20204_2_0,Lung,120,143,168,207
1098946_20204_2_0,Liver,60,59,244,241
1098946_20204_2_0,Spleen,259,161,318,233
1098946_20204_2_0,Aorta,199,173,226,201
1098946_20204_2_0,Body,25,16,363,281
1675502_20204_2_0,Liver,59,66,196,151
1675502_20204_2_0,Body,5,24,331,269
1675502_20204_2_0,Lung,44,112,168,228
1675502_20204_2_0,Lung,166,164,288,228
1675502_20204_2_0,Aorta,161,156,182,180
2004342_20204_2_0,Liver,78,100,136,230
2004342_20204_2_0,Body,54,63,341,264
2004342_20204_2_0,Kidney,129,185,168,220
2004342_20204_2_0,Kidney,227,182,289,223
2020566_20204_2_0,Liver,118,66,239,170
2020566_20204_2_0,Body,97,42,362,254
2020566_20204_2_0,Kidney,153,167,203,209
2020566_20204_2_0,Kidney,253,161,313,210
2032252_20204_2_0,Liver,116,123,147,200
2032252_20204_2_0,Body,84,54,358,263
2032252_20204_2_0,Kidney,142,183,183,219
2032252_20204_2_0,Kidney,249,189,284,216
2100762_20204_2_0,Liver,83,79,137,217
2100762_20204_2_0,Body,32,28,362,257
2100762_20204_2_0,Kidney,229,154,276,193
2100762_20204_2_0,Kidney,128,157,175,201
2135019_20204_2_0,Lung,78,95,167,216
2135019_20204_2_0,Body,21,44,362,268
2135019_20204_2_0,Spleen,200,187,272,224
2135019_20204_2_0,Aorta,182,171,203,187
2255886_20204_2_0,Body,1,114,378,257
2255886_20204_2_0,Lung,107,162,157,204
2255886_20204_2_0,Lung,175,164,228,207
2258170_20204_2_0,Liver,115,137,168,206
2258170_20204_2_0,Body,60,67,364,266
2258170_20204_2_0,Heart,181,103,296,187
2258170_20204_2_0,Aorta,234,196,262,221
2258170_20204_2_0,Lung,103,92,199,236
2258170_20204_2_0,Lung,230,99,324,238
2262383_20204_2_0,Liver,84,78,184,136
2262383_20204_2_0,Body,53,36,344,250
2262383_20204_2_0,Lung,68,98,184,212
2262383_20204_2_0,Lung,223,110,325,218
2295185_20204_2_0,Liver,65,122,95,194
2295185_20204_2_0,Body,42,32,362,255
2295185_20204_2_0,Kidney,108,157,167,201
2295185_20204_2_0,Kidney,240,161,304,206
2360959_20204_2_0,Body,0,94,381,234
2417151_20204_2_0,Liver,90,91,133,192
2417151_20204_2_0,Body,50,42,354,251
2417151_20204_2_0,Kidney,126,152,177,199
2417151_20204_2_0,Kidney,241,151,289,194
2574831_20204_2_0,Liver,45,65,125,233
2574831_20204_2_0,Kidney,221,172,291,231
2574831_20204_2_0,Body,22,32,353,282
2574831_20204_2_0,Aorta,184,152,208,176
2574831_20204_2_0,IVC,144,145,177,166
2656251_20204_2_0,Heart,181,103,301,182
2656251_20204_2_0,Aorta,231,178,255,202
2656251_20204_2_0,Lung,101,92,208,238
2656251_20204_2_0,Lung,233,108,339,231
2656251_20204_2_0,Body,46,67,371,268
2658457_20204_2_0,Body,1,52,380,270
2676567_20204_2_0,Body,2,90,382,229
2676567_20204_2_0,Lung,194,131,267,189
2676567_20204_2_0,Lung,99,127,175,187
2818085_20204_2_0,Liver,77,73,174,213
2818085_20204_2_0,Heart,178,81,284,152
2818085_20204_2_0,Body,29,13,381,265
2818085_20204_2_0,Lung,215,126,309,231
2848919_20204_2_0,Liver,97,122,196,226
2848919_20204_2_0,Body,55,72,373,268
2848919_20204_2_0,Heart,194,109,298,177
2848919_20204_2_0,Aorta,225,175,248,199
2848919_20204_2_0,Lung,235,118,333,235
2855512_20204_2_0,Kidney,134,155,171,200
2855512_20204_2_0,Kidney,220,168,261,205
2855512_20204_2_0,Liver,87,96,140,210
2855512_20204_2_0,Body,49,50,335,255
2858779_20204_2_0,Kidney,104,177,165,235
2858779_20204_2_0,Kidney,230,193,299,236
2858779_20204_2_0,Body,27,64,364,276
2858779_20204_2_0,Liver,53,102,140,238
2889657_20204_2_0,Kidney,237,172,287,217
2889657_20204_2_0,Kidney,131,172,187,214
2889657_20204_2_0,Liver,94,141,127,230
2889657_20204_2_0,Liver,148,103,229,139
2889657_20204_2_0,Body,63,63,351,264
2895301_20204_2_0,Kidney,191,165,249,212
2895301_20204_2_0,Kidney,70,163,136,214
2895301_20204_2_0,Body,3,44,330,271
2967530_20204_2_0,Kidney,103,169,158,217
2967530_20204_2_0,Kidney,223,177,275,216
2967530_20204_2_0,Body,51,57,333,260
3004137_20204_2_0,Kidney,111,162,166,208
3004137_20204_2_0,Kidney,237,154,286,203
3004137_20204_2_0,Body,49,38,345,243
3042720_20204_2_0,Body,3,97,381,275
3042720_20204_2_0,Lung,205,160,236,189
3042720_20204_2_0,Lung,106,158,150,187
3127176_20204_2_0,Heart,170,83,270,161
3127176_20204_2_0,Aorta,217,153,238,177
3127176_20204_2_0,Lung,96,67,187,208
3127176_20204_2_0,Lung,222,101,306,210
3127176_20204_2_0,Body,45,40,364,232
3177489_20204_2_0,Kidney,133,187,172,214
3177489_20204_2_0,Kidney,242,183,273,207
3177489_20204_2_0,Spleen,277,123,337,224
3177489_20204_2_0,Liver,92,149,168,205
3177489_20204_2_0,Body,67,43,365,269
3187848_20204_2_0,Body,2,100,382,247
3199413_20204_2_0,Kidney,113,155,163,197
3199413_20204_2_0,Kidney,222,163,273,204
3199413_20204_2_0,Liver,89,53,152,181
3199413_20204_2_0,Body,65,24,331,248
3215696_20204_2_0,Cyst,220,119,282,184
3215696_20204_2_0,Body,9,64,369,269
3284127_20204_2_0,Kidney,234,187,276,234
3284127_20204_2_0,Kidney,131,184,185,233
3284127_20204_2_0,Liver,86,126,130,232
3284127_20204_2_0,Body,59,74,345,267
3345753_20204_2_0,Kidney,127,176,174,215
3345753_20204_2_0,Kidney,230,185,276,217
3345753_20204_2_0,Liver,83,118,134,231
3345753_20204_2_0,Body,56,63,341,271
3401476_20204_2_0,Heart,189,78,278,138
3401476_20204_2_0,Liver,79,101,178,210
3401476_20204_2_0,Lung,78,74,183,224
3401476_20204_2_0,Lung,214,98,308,222
3401476_20204_2_0,Body,55,49,326,263
3413134_20204_2_0,Lung,121,149,158,186
3413134_20204_2_0,Lung,209,140,249,183
3413134_20204_2_0,Body,1,82,380,248
3421224_20204_2_0,Liver,110,162,140,195
3421224_20204_2_0,Body,59,83,337,269
3421224_20204_2_0,Heart,158,115,275,192
3421224_20204_2_0,Aorta,214,192,238,216
3421224_20204_2_0,Lung,86,111,190,241
3421224_20204_2_0,Lung,221,123,312,245
3560825_20204_2_0,Kidney,106,155,158,191
3560825_20204_2_0,Kidney,202,149,248,191
3560825_20204_2_0,Liver,68,107,103,187
3560825_20204_2_0,Body,37,54,318,237
3575830_20204_2_0,Kidney,105,168,151,211
3575830_20204_2_0,Spleen,232,174,307,231
3575830_20204_2_0,Aorta,184,148,211,173
3575830_20204_2_0,Liver,58,130,97,223
3575830_20204_2_0,Body,39,37,338,268
3684280_20204_2_0,Body,86,85,322,232
3768041_20204_2_0,Body,5,108,374,237
